bf877f495be2	1	plain-translation	gpt-5.6-luna	none
f95f6f6ad5dd	1	plain-translation	gpt-5.6-luna	current
bd5d6d519bee	1	plain-translation	gpt-5.6-luna	candidate
79dd61578fe0	1	verdict-first	gpt-5.6-luna	none
4e1540b2fcc2	1	verdict-first	gpt-5.6-luna	current
8d62b74b5d09	1	verdict-first	gpt-5.6-luna	candidate
183a05b7f867	1	round-status	gpt-5.6-luna	none
daf4ca1d7f0b	1	round-status	gpt-5.6-luna	current
e7da0ba08b20	1	round-status	gpt-5.6-luna	candidate
940d8723959b	1	scope-completion	gpt-5.6-luna	none
1f33fbac6d06	1	scope-completion	gpt-5.6-luna	current
0000464a3a01	1	scope-completion	gpt-5.6-luna	candidate
792e34cf7175	1	stated-requirement	gpt-5.6-luna	none
38f7b3594fc2	1	stated-requirement	gpt-5.6-luna	current
d1f63862e4c8	1	stated-requirement	gpt-5.6-luna	candidate
44fc5bec937c	1	stated-requirement-consumer	gpt-5.6-luna	none
6a50c5fad11e	1	stated-requirement-consumer	gpt-5.6-luna	current
09b21f292258	1	stated-requirement-consumer	gpt-5.6-luna	candidate
56c1ca5621ea	2	plain-translation	gpt-5.6-luna	none
6405acde7391	2	plain-translation	gpt-5.6-luna	current
6c47c4f2f8be	2	plain-translation	gpt-5.6-luna	candidate
ba825e233fe5	2	verdict-first	gpt-5.6-luna	none
1b2059f54faa	2	verdict-first	gpt-5.6-luna	current
003820f8bf9b	2	verdict-first	gpt-5.6-luna	candidate
d492dacb795c	2	round-status	gpt-5.6-luna	none
055aff9139bf	2	round-status	gpt-5.6-luna	current
59d8c8f19d13	2	round-status	gpt-5.6-luna	candidate
1f4ec14628d1	2	scope-completion	gpt-5.6-luna	none
c136f6d26ab2	2	scope-completion	gpt-5.6-luna	current
535bdb61e85b	2	scope-completion	gpt-5.6-luna	candidate
9e81d7c35db2	2	stated-requirement	gpt-5.6-luna	none
98284de359dc	2	stated-requirement	gpt-5.6-luna	current
4b3e5886501a	2	stated-requirement	gpt-5.6-luna	candidate
ab1b227eb099	2	stated-requirement-consumer	gpt-5.6-luna	none
ee829355e514	2	stated-requirement-consumer	gpt-5.6-luna	current
a720e7799f41	2	stated-requirement-consumer	gpt-5.6-luna	candidate
