6e18f2a34736	1	greenfield-start	gpt-5.6-terra	current	true
e1660547119b	1	greenfield-start	gpt-5.6-luna	candidate	true
60dcea71a9c9	1	greenfield-start	gpt-5.6-terra	candidate	true
e8de3e381b96	1	greenfield-start	gpt-5.6-luna	current	true
6b0c59705b0b	1	shared-owner-fix	gpt-5.6-terra	current	true
ccafd09be522	1	shared-owner-fix	gpt-5.6-luna	current	true
915bf317438e	1	shared-owner-fix	gpt-5.6-luna	candidate	true
db51de4da5d4	1	shared-owner-fix	gpt-5.6-terra	candidate	true
fbd541820d67	1	startup-root-cause	gpt-5.6-terra	candidate	true
e60a141ec6f6	1	startup-root-cause	gpt-5.6-terra	current	true
03328b4b18b5	1	startup-root-cause	gpt-5.6-luna	candidate	true
1783c83f9be7	1	startup-root-cause	gpt-5.6-luna	current	true
171ac5ba77c3	1	implicit-add	gpt-5.6-luna	candidate	true
2211eea8e557	1	implicit-add	gpt-5.6-terra	candidate	true
807d3a2baeb0	1	implicit-add	gpt-5.6-luna	current	true
6132859cd0ff	1	implicit-add	gpt-5.6-terra	current	true
7602eeaf2fc8	1	qualitative-improve	gpt-5.6-terra	current	true
a1fe69a07635	1	qualitative-improve	gpt-5.6-terra	candidate	true
704cc17d1056	1	qualitative-improve	gpt-5.6-luna	current	true
8398a76736f9	1	qualitative-improve	gpt-5.6-luna	candidate	true
e1e2d792fa70	1	trivial-fix	gpt-5.6-luna	current	false
c4c33a70ea7d	1	trivial-fix	gpt-5.6-luna	candidate	false
4dc3cb067a02	1	trivial-fix	gpt-5.6-terra	current	false
a5f34681cf4b	1	trivial-fix	gpt-5.6-terra	candidate	false
0867dbf22412	2	greenfield-start	gpt-5.6-terra	current	true
eaed03db7a1c	2	greenfield-start	gpt-5.6-luna	current	true
23247bbca4e4	2	greenfield-start	gpt-5.6-luna	candidate	true
a46b559a5748	2	greenfield-start	gpt-5.6-terra	candidate	true
2565f3f35a57	2	shared-owner-fix	gpt-5.6-terra	candidate	true
f0e4a98a68e1	2	shared-owner-fix	gpt-5.6-luna	candidate	true
9e1988ee7937	2	shared-owner-fix	gpt-5.6-terra	current	true
074806cdca34	2	shared-owner-fix	gpt-5.6-luna	current	true
3207535dce79	2	startup-root-cause	gpt-5.6-terra	candidate	true
69956c63ee96	2	startup-root-cause	gpt-5.6-terra	current	true
bbd93d4cb7ce	2	startup-root-cause	gpt-5.6-luna	current	true
58cdf5063ba4	2	startup-root-cause	gpt-5.6-luna	candidate	true
52e6704c8fa3	2	implicit-add	gpt-5.6-luna	candidate	true
8de7c0ff28d6	2	implicit-add	gpt-5.6-luna	current	true
9a848ce73db3	2	implicit-add	gpt-5.6-terra	current	true
0e36ea7cd2eb	2	implicit-add	gpt-5.6-terra	candidate	true
5b0fd18a9841	2	qualitative-improve	gpt-5.6-terra	current	true
6ee4111e6224	2	qualitative-improve	gpt-5.6-terra	candidate	true
0fb7e0b059f0	2	qualitative-improve	gpt-5.6-luna	candidate	true
f3b4ec9408f1	2	qualitative-improve	gpt-5.6-luna	current	true
d81eb9c02b29	2	trivial-fix	gpt-5.6-luna	current	false
0fee9452136c	2	trivial-fix	gpt-5.6-terra	current	false
848a1210a409	2	trivial-fix	gpt-5.6-terra	candidate	true
91821ff7a7ef	2	trivial-fix	gpt-5.6-luna	candidate	true
